500.0 500.0 2000.0 4.6476433 4.2090286 5.1260438 4.5260049 4.079544 5.0236784 4.7965027 4.3642118 5.256711 4.6414501 4.6660084 4.6360586 4.6399541 4.6369053 4.6253727 4.6391148 4.6655343 4.6788115 4.6507776 4.6471153 4.6711202 4.6459118 4.6458672 4.6392769 4.6446219 4.6704224 4.6692255 4.6441384 4.658774 4.6457249 4.6372646 4.6578026 4.6553226 4.6257387 4.668849 4.6361002 4.6589519 4.6618035 4.6448188 4.6283468 4.6630263 4.6463065 4.6627682 4.6430892 4.6392869 4.6473024 4.6532836 4.651948 4.6450324 4.7241134 4.8826272
500.0 500.0 100000.0 5.2753583 4.7041123 5.9391114 5.1147927 4.5439272 5.7863214 5.4681005 4.8939042 6.1266225 5.2676802 5.2962109 5.2620017 5.2665216 5.2634555 5.2492435 5.2657129 5.2954639 5.310662 5.2791442 5.2746528 5.3016279 5.273643 5.2732866 5.2660289 5.2720387 5.3013257 5.3000042 5.2714829 5.2878549 5.2731104 5.2633268 5.2869106 5.2838469 5.2501129 5.2993302 5.2620622 5.2881744 5.2913941 5.2721635 5.2537356 5.2927356 5.2737944 5.2921195 5.2702041 5.2657172 5.2749236 5.2817296 5.2802127 5.2724419 5.365066 5.5504577
500.0 600.0 2000.0 3.2525237 2.9817106 3.5278653 3.1812302 2.8993439 3.4785191 3.3412685 3.0812067 3.5942792 3.2485405 3.2661967 3.2586139 3.2463737 3.2494493 3.2350758 3.2478008 3.2647925 3.2731136 3.2548174 3.2519444 3.2663086 3.2523028 3.2524615 3.2479017 3.250444 3.2697628 3.2693041 3.249566 3.2603778 3.2509653 3.2449613 3.2597857 3.2571779 3.2356219 3.2675629 3.243763 3.2618759 3.2631238 3.2514016 3.2443342 3.263877 3.2519965 3.259292 3.2492465 3.246462 3.2520265 3.2566753 3.255102 3.2506866 3.3064502 3.414176
500.0 600.0 100000.0 3.714774 3.3461902 4.1267752 3.6146073 3.2410688 4.0400004 3.83611 3.4713693 4.2354398 3.7099473 3.7306542 3.7184642 3.7077813 3.7107388 3.6947537 3.7094691 3.7287226 3.7383193 3.717491 3.7141237 3.7308585 3.7145014 3.714301 3.7095165 3.7122253 3.7343912 3.7339765 3.7113363 3.7237838 3.7130682 3.7060036 3.7230846 3.7200872 3.6955337 3.7321967 3.7049259 3.725371 3.7268637 3.7134704 3.7043051 3.7276064 3.7142073 3.7229781 3.7109759 3.7076786 3.7142904 3.7195415 3.7177542 3.7126072 3.7785913 3.9059593
500.0 700.0 2000.0 2.293649 2.1320942 2.4394174 2.2570032 2.0825856 2.4258498 2.3405166 2.1923721 2.461771 2.2913896 2.3044882 2.3066613 2.2885906 2.2948905 2.2801728 2.291573 2.3017861 2.307364 2.2951669 2.2930862 2.3017536 2.294193 2.2946617 2.2914593 2.2918664 2.3069631 2.3069594 2.2911504 2.2993023 2.2924252 2.2879164 2.2989136 2.2964597 2.280539 2.3048021 2.2870332 2.3014873 2.301805 2.2936774 2.2914299 2.3021202 2.2936302 2.2959927 2.2912331 2.289123 2.2931579 2.2968081 2.2950717 2.2923202 2.3322182 2.4055678
500.0 700.0 100000.0 2.6524976 2.4150657 2.9043179 2.5928188 2.3473904 2.8609168 2.7254162 2.4958921 2.9604117 2.6494858 2.6649262 2.6625738 2.6467313 2.6528002 2.6369921 2.6501291 2.6618606 2.6685692 2.6543871 2.6518646 2.6623214 2.6530051 2.6536391 2.6496715 2.6505367 2.667504 2.6675002 2.6496997 2.6589535 2.6511597 2.6457396 2.6585399 2.6557422 2.6374634 2.6652954 2.6449321 2.661099 2.66163 2.6522703 2.6483052 2.6621296 2.6523569 2.6559391 2.6497131 2.6471724 2.652012 2.6560593 2.6542305 2.6509742 2.6987457 2.7872355
500.0 800.0 2000.0 1.7091393 1.6015844 1.7966537 1.6880572 1.5685241 1.7963807 1.7367194 1.6419724 1.8017203 1.7082466 1.7179417 1.7218774 1.7049652 1.7113688 1.6988306 1.7081006 1.7148336 1.7192681 1.710082 1.7086041 1.7141223 1.7099783 1.7098111 1.7079247 1.707646 1.7194935 1.719805 1.7068537 1.7134617 1.7083138 1.7045511 1.7130638 1.7112611 1.6987839 1.7186458 1.7041935 1.715362 1.7154024 1.7096271 1.7084218 1.7156718 1.7092402 1.7094712 1.7072853 1.7056259 1.7087463 1.71157 1.710002 1.7081265 1.7380492 1.7911912
500.0 800.0 100000.0 1.9775207 1.8132731 2.1442598 1.938792 1.7662949 2.1211292 2.0250594 1.8694018 2.1751795 1.9798407 1.9899918 1.9953039 1.9721513 1.9839537 1.9712303 1.9844434 1.9842599 1.9894795 1.9774116 1.9783589 1.978681 1.9787982 1.9852376 1.9779335 1.9751906 1.9904308 1.9927387 1.971504 1.9835421 1.9772492 1.9734093 1.9821525 1.9777303 1.9662832 1.990548 1.9732895 1.986427 1.9858044 1.9815147 1.9794094 1.985968 1.9790263 1.9678894 1.9748946 1.9728574 1.9776172 1.9809403 1.9777613 1.9763789 2.0121712 2.0767365
500.0 900.0 2000.0 1.3195096 1.2423781 1.3773602 1.305304 1.2179037 1.3807914 1.3382025 1.272203 1.3767614 1.318589 1.3264965 1.3317099 1.3160756 1.3218072 1.3113965 1.3189699 1.3236996 1.3271702 1.3200413 1.3191405 1.3233184 1.3202302 1.3204016 1.3187653 1.3183105 1.3276932 1.3278694 1.3177769 1.3228655 1.3188294 1.3159233 1.3226212 1.3209221 1.3114874 1.3262778 1.3155959 1.3246045 1.3244114 1.3201434 1.3197882 1.3247348 1.3197164 1.3195576 1.318066 1.3167922 1.3191951 1.321475 1.3201344 1.3186335 1.3418189 1.3820477
500.0 900.0 100000.0 1.5320175 1.4098488 1.6528414 1.5039036 1.3744119 1.6382458 1.5665388 1.4521503 1.672757 1.5311937 1.540252 1.5455196 1.5280371 1.5328847 1.5231007 1.5317437 1.5369763 1.541345 1.532595 1.5316934 1.5365279 1.5328384 1.5335212 1.531193 1.5306559 1.5415669 1.5417771 1.5299508 1.5359796 1.5313036 1.5278006 1.5356069 1.5335336 1.5227365 1.5403477 1.5274858 1.5379206 1.5376822 1.5328922 1.5321471 1.5380808 1.532322 1.5316432 1.5303452 1.5288626 1.5316493 1.534301 1.5327664 1.5309598 1.5589138 1.608114
